policy,label,runs,success_rate,upstream_failure_rate,cfr,safe_failure_rate,avg_trip_count,corrupted,clean,cascades,corrupted_and_cascade,clean_and_cascade,cfr_injected,cfr_clean,lift,utility
no_cb,No CB,75,0.920000,0.240000,0.333333,0.000000,0.000000,26,49,6,1,5,0.038462,0.102041,-0.063579,0.520000
ai_cb,AI-guided CB,75,0.906667,0.240000,0.388889,0.000000,0.226667,25,50,7,2,5,0.080000,0.100000,-0.020000,0.440000
adaptive_cb,Adaptive CB,75,0.866667,0.240000,0.555556,0.000000,0.213333,26,49,10,5,5,0.192308,0.102041,0.090267,0.200000
