policy,label,runs,success_rate,upstream_failure_rate,cfr,safe_failure_rate,avg_trip_count,corrupted,clean,cascades,corrupted_and_cascade,clean_and_cascade,cfr_injected,cfr_clean,lift,utility
no_cb,No CB,25,0.880000,0.320000,0.375000,0.000000,0.000000,17,8,3,2,1,0.117647,0.125000,-0.007353,0.280000
ai_cb,AI-guided CB,25,0.800000,0.280000,0.714286,0.000000,0.160000,14,11,5,2,3,0.142857,0.272727,-0.129870,-0.200000
adaptive_cb,Adaptive CB,25,0.720000,0.400000,0.700000,0.000000,0.240000,18,7,7,4,3,0.222222,0.428571,-0.206349,-0.680000
