policy,label,runs,success_rate,upstream_failure_rate,cfr,safe_failure_rate,avg_trip_count,corrupted,clean,cascades,corrupted_and_cascade,clean_and_cascade,cfr_injected,cfr_clean,lift,utility
no_cb,No CB,75,0.520000,0.746667,0.642857,0.000000,0.000000,25,50,36,14,22,0.560000,0.440000,0.120000,-1.880000
ai_cb,AI-guided CB,75,0.546667,0.573333,0.790698,0.000000,0.253333,28,47,34,11,23,0.392857,0.489362,-0.096505,-1.720000
adaptive_cb,Adaptive CB,75,0.573333,0.533333,0.800000,0.000000,0.253333,16,59,32,7,25,0.437500,0.423729,0.013771,-1.560000
